,auc,prec,rec,fscore,gmean
3,0.9595522593050405,1.0,1.0,1.0,1.0
5,0.9595522593050405,1.0,1.0,1.0,1.0
7,0.9595522593050405,1.0,1.0,1.0,1.0
9,0.9595522593050405,1.0,1.0,1.0,1.0
11,0.9595522593050405,1.0,1.0,1.0,1.0
13,0.9595522593050405,1.0,1.0,1.0,1.0
15,0.9595522593050405,1.0,1.0,1.0,1.0
17,0.9595522593050405,1.0,1.0,1.0,1.0
19,0.9595522593050405,1.0,1.0,1.0,1.0
21,0.9595522593050405,1.0,1.0,1.0,1.0
