,auc,prec,rec,fscore,gmean
3,0.9408,0.3146067415730337,0.9655172413793104,0.4745762711864407,0.9164814454397352
5,0.9408,0.4393939393939394,1.0,0.6105263157894737,0.9595680684267924
7,0.9408,0.6904761904761905,1.0,0.8169014084507042,0.9859224161934286
9,0.9408,0.8787878787878788,1.0,0.9354838709677419,0.9956709753451229
11,0.9408,1.0,1.0,1.0,1.0
13,0.9408,1.0,1.0,1.0,1.0
15,0.9408,1.0,1.0,1.0,1.0
17,0.9408,1.0,1.0,1.0,1.0
19,0.9408,1.0,1.0,1.0,1.0
21,0.9408,1.0,1.0,1.0,1.0
